EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
IBM INDIA PRIVATE LIMITED,,62067,"CHARLOTTE, NC",1/14/13,5/9/17,WITHDRAWN
IBM INDIA PRIVATE LIMITED,,70304,"MIDDLETOWN, NJ",10/28/15,5/9/17,WITHDRAWN
IBM INDIA PRIVATE LIMITED,(FICO) LEAD - SAP FINANCE AND CONTROLLING,77100,"ALLENTOWN, PA",8/21/14,1/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,. NET SCRUM LEAD,71319,"BURLINGTON, NC",12/8/16,12/16/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,. NET SCRUM LEAD,71319,"BURLINGTON, NC",12/9/16,12/9/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,.NET SOLUTIONS CONSULTANT,68744,"ALLENTOWN, PA",11/8/13,5/9/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,15-1131,64147,"ST. LOUIS, MO",1/28/15,7/28/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,15-1131,68016,"CHARLOTTE, NC",2/16/15,8/16/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,15-1131,98115,"MOUNTAIN VIEW, CA",8/28/13,11/1/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CO-ORDINATOR,72488,"FLORHAM PARK, NJ",8/8/13,10/1/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,67330,"MOUNDS VIEW, MN",12/14/15,6/14/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,67330,"MOUNDS VIEW, MN",3/14/16,9/13/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,67748,"MARYSVILLE, OH",3/12/15,9/11/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,73923,"MOUNT OLIVE, NJ",10/20/15,11/29/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,73923,"MOUNT OLIVE, NJ",10/21/15,11/29/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,73923,"MOUNT OLIVE, NJ",10/22/15,11/29/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,73923,"MOUNT OLIVE, NJ",9/21/15,11/29/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,75795,"PISCATAWAY, NJ",1/10/17,7/12/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,76544,"MOUNT OLIVE, NJ",10/24/13,11/30/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,76716,"PISCATAWAY, NJ",2/1/13,2/7/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,76716,"PISCATAWAY, NJ",2/1/13,2/5/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,77220,"WAYNE, PA",9/5/14,9/15/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,81837,"HOUSTON, TX",2/5/16,3/2/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP CONSULTANT,81837,"HOUSTON, TX",5/5/16,7/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,59030,"ALLENTOWN, PA",1/24/13,7/24/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,64200,"PITTSBURGH, PA",10/7/14,11/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,68744,"ALLENTOWN, PA",11/22/13,12/15/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,68744,"ALLENTOWN, PA",11/22/13,12/15/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,74825,"HOUSTON, TX",4/27/15,4/27/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,81837,"HOUSTON, TX",4/6/16,5/5/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,83101,"SAN JOSE, CA",9/21/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DATA MIGRATION CONSULTANT,61050,"WICKLIFFE, OH",3/17/14,4/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,70616,"HOUSTON, TX",10/18/16,2/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,70616,"HOUSTON, TX",11/16/16,2/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,70616,"HOUSTON, TX",2/13/17,3/6/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,73033,"HOUSTON, TX",3/2/16,3/22/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,74825,"HOUSTON, TX",12/2/16,1/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,81837,"HOUSTON, TX",1/28/16,7/29/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPER,89232,"SAN JOSE, CA",2/20/15,3/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPMENT COORDINATOR,72488,"FLORHAM PARK, NJ",7/24/13,9/9/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPMENT COORDINATOR,74288,"FLORHAM PARK, NJ",7/25/13,9/9/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPMENT LEAD,77997,"BOISE, ID",2/14/17,8/7/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP DEVELOPMENT LEAD,82187,"WOODBURY, NY",1/23/17,2/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP HR TECHNICAL CONSULTANT,81837,"NORTHBROOK, IL",7/19/16,8/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP LEAD,77273,"HOUSTON, TX",4/10/15,6/15/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP NETWEAVER CONSULTANT,78915,"LEBANON, NJ",1/23/13,7/23/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP NETWEAVER CONSULTANT,86807,"LEBANON, NJ",1/23/13,7/23/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP ONSITE COORDINATOR,59030,"ALLENTOWN, PA",1/4/13,7/4/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP ONSITE COORDINATOR,64641,"WICKLIFFE, OH",4/1/15,5/4/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP ONSITE COORDINATOR,73445,"GLENDALE, CA",8/6/14,8/25/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,62816,"NORTHFIELD, IL",1/23/13,7/23/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,62816,"NORTHFIELD, IL",2/12/13,8/12/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,62816,"NORTHFIELD, IL",2/12/13,8/12/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,85677,"PISCATAWAY, NJ",5/19/16,6/1/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,85677,"PISCATAWAY, NJ",5/20/16,6/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSULTANT,85677,"PISCATAWAY, NJ",6/17/16,6/18/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL CONSUTLANT,85677,"PISCATAWAY, NJ",5/19/16,6/1/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL LEAD,64043,"WAUKESHA,",4/18/14,4/28/14,DENIED
IBM INDIA PRIVATE LIMITED,ABAP TECHNICAL LEAD,64043,"WAUKESHA, WI",4/28/14,4/28/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABINITIO ETL CONSULTANT - DATA SPECIALIST,61589,"COLUMBUS, OH",2/19/15,8/19/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT ARCHITECT,93600,"BLOOMINGTON, IL",10/17/14,12/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT ARCHITECT,104041,"BLOOMINGTON, IL",10/26/15,1/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT ARCHITECT,104041,"BLOOMINGTON, IL",4/29/15,5/15/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,78707,"DALLAS, TX",11/25/14,5/25/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,80895,"RARITAN, NJ",2/19/15,8/19/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,81200,"CHARLOTTE, NC",11/13/12,12/27/12,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,81200,"CHARLOTTE, NC",11/26/12,12/27/12,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,81200,"CHARLOTTE, NC",11/30/12,12/27/12,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,85011,"NEW YORK, NY",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,93600,"DULUTH, GA",2/16/15,8/16/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,93600,"JOHNSCREEK, GA",2/18/15,8/18/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,98888,"ATLANTA, GA",12/19/13,6/19/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,104041,"BLOOMINGTON, IL",7/17/15,9/18/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,104041,"ROCHESTER, NY",4/1/15,4/27/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,104041,"ROCHESTER, NY",4/22/15,4/27/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,104041,"BLOOMINGTON, IL",7/17/15,9/18/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT MANAGER,131294,"SAN JOSE, CA",4/20/16,5/2/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,"ACCOUNT MANAGER, FINANCIALS SERVICES SECTOR",110100,"NEW YORK, NY",3/4/14,9/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ACCOUNT/TECH SUBJECT MATTER EXPERT,75587,"BOULDER, CO",1/15/14,7/15/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,AD&I SOLUTION MANAGER,108160,"SAN FRANCISCO, CA",3/14/16,8/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCE ANALYTICS CONSULTANT,70200,"INDIANAPOLIS, IN",2/26/15,8/26/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCE ANALYTICS CONSULTANT,70200,"INDIANAPOLIS, IN",3/2/15,9/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCE ANALYTICS CONSULTANT,70200,"INDIANAPOLIS, IN",3/11/15,9/10/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCED ANALYTICS CONSULTANT,85639,"PRINCETON, NJ",3/5/15,9/4/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCED CONSULTANT-SAP,98644,"FLORHAM PARK, NJ",3/10/14,3/17/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVANCED CONSULTANT-SAP,98644,"FLORHAM PARK, NJ",3/10/14,3/17/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCED SQL DEVELOPER,86006,"ENGLEWOOD, CO",12/7/16,1/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCED SUPPLY CHAIN PLANNING CONSULTANT,66088,"SIMPSONVILLE, SC",2/20/15,3/9/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVANCED SUPPLY CHAIN PLANNING CONSULTANT,70985,"SIMPSONVILLE, SC",7/11/16,11/1/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVANCED SUPPLY CHAIN PLANNING CONSULTANT,70985,"SIMPSONVILLE, SC",7/11/16,11/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISARY SYSTEM ANALYST,74630,"ATLANTA, GA",12/31/14,6/30/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISARY SYSTEM ANALYST,78181,"ATLANTA, GA",12/3/15,6/3/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISARY SYSTEM ANALYST,78181,"ATLANTA, GA",12/28/15,6/28/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY  SYSTEM ANALYST,70658,"WEST SACRAMENTO, CA",11/19/15,5/19/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ANALYST,71074,"ATLANTA, GA",12/16/13,1/30/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ANALYST,80895,"BOWLING GREEN, KY",12/5/13,6/5/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ANALYST,81735,"ATLANTA, GA",12/29/16,1/30/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ANALYST,96919,"SUNNYVALE, CA",2/18/13,8/18/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY APPLICATION DEVELOPER,74825,"HOUSTON, TX",11/28/16,11/28/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY APPLICATION DEVELOPER,81837,"WARRENDALE, PA",8/27/15,9/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY APPLICATION DEVELOPER,81837,"WARRENDALE, PA",8/27/15,9/1/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,68200,"BENTONVILLE, AR",6/26/13,7/10/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,77100,"NEW YORK, NY",7/11/13,9/13/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,77100,"NEW YORK, NY",7/17/13,9/13/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,77100,"NEW YORK, NY",7/17/13,9/13/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,77100,"NEW YORK, NY",7/17/13,9/13/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,79123,"BOISE, ID",6/17/15,10/23/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,80895,"NEW YORK, NY",4/3/15,9/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,80895,"NEW YORK, NY",6/26/13,7/3/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,87448,"RALEIGH, NC",11/16/12,11/30/12,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY ARCHITECT,87448,"RTP, NC",11/20/12,12/4/12,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY BUSINESS ANALYST,85677,"OKLAHOMA CITY, OK",1/3/17,7/5/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY BUSINESS CONSULTANT,85677,"BATON ROUGE, LA",2/22/16,8/23/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULANT,71319,"BENTONVILLE, AR",1/14/16,7/15/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,63981,"DALLAS, TX",2/17/15,8/17/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,65416,"SAINT PAUL, MN",2/11/15,8/11/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,66237,"BLOOMINGTON, IL",12/12/14,6/12/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,67350,"BATON ROUGE, LA",2/13/15,8/13/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,67350,"COLUMBUS, OH",3/3/15,9/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,67725,"BLOOMINGTON, IL",7/24/13,10/1/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,68016,"CHARLOTTE, NC",2/23/15,8/23/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,68557,"MOUNDS VIEW, MN",11/28/16,5/30/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,69098,"CHICAGO, IL",1/17/13,7/17/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,69098,"CHICAGO, IL",1/18/13,7/18/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70173,"COLUMBIA, MD",1/3/13,7/3/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70288,"ATLANTA, GA",12/31/12,3/1/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70500,"PITTSBURGH, PA",12/11/14,2/6/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70500,"EAST PEORIA, IL",1/31/13,2/14/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70500,"CLEVELAND, OH",7/16/13,9/25/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,70500,"PEORIA, IL",8/12/13,11/22/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72233,"MOUNDS VIEW, MN",12/18/15,6/18/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72233,"MOUNDS VIEW, MN",11/5/13,5/6/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72233,"MOUNDS VIEW, MN",11/5/13,5/5/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72233,"MOUNDS VIEW, MN",11/5/13,5/5/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72278,"CHARLOTTE, NC",12/16/15,6/16/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,72488,"NEWARK, NJ",12/5/13,6/5/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"GEORGETOWN, KY",12/8/14,12/15/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"CHARLOTTE, NC",1/5/15,7/5/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"BATON ROUGE, LA",2/3/15,8/2/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"BATON ROUGE, LA",2/4/15,8/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"COLUMBUS, OH",2/13/15,8/13/15,DENIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"COLUMBUS, OH",3/2/15,8/31/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73650,"BATON ROUGE, LA",3/4/15,9/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73695,"MOUNDS VIEW, MN",12/18/12,6/18/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"TULSA, OK",11/13/13,5/13/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"INDIANAPOLIS, IN",12/17/15,6/17/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"WOODBRIDGE, NJ",5/22/14,10/1/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"VERNON HILLS, IL",11/13/14,2/6/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"TULSA, OK",12/2/14,6/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"MAUMEE, OH",1/28/15,7/28/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"BATON ROUGE, LA",2/16/15,8/16/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"BATON ROUGE, LA",2/18/15,8/18/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"TULSA, OK",11/13/13,5/13/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"TULSA, OK",1/2/14,7/2/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"TULSA, OK",1/6/14,7/6/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"07095, NJ",5/15/14,10/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"WOODBRIDGE, NJ",5/22/14,10/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"LINCOLN, RI",10/31/12,11/12/12,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"HOUSTON, TX",1/31/13,7/31/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"HOUSTON, TX",2/11/13,8/11/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"MILWAUKEE, WI",5/15/13,5/29/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,73965,"WAUKEGAN, IL",6/17/13,6/24/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74474,"NEWARK, NJ",12/28/16,6/29/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74630,"ATLANTA, GA",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74825,"MOUNDS VIEW, MN",11/23/16,5/25/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74825,"HOUSTON, TX",12/28/16,6/29/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74825,"COSTA MESA, CA",1/20/17,7/14/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74825,"COSTA MESA, CA",1/25/17,7/27/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,74825,"DEERFIELD, IL",12/30/15,6/30/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75413,"PISCATAWAY, NJ",11/26/14,5/26/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75413,"PISCATAWAY, NJ",2/13/15,8/13/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75413,"PISCATAWAY, NJ",2/23/15,8/23/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75413,"PISCATAWAY, NJ",12/18/13,6/18/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75595,"COLUMBIA, MD",6/16/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,75953,"CHESTERBROOK, PA",4/30/13,6/1/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76086,"EAST HANOVER, NJ",3/4/14,9/3/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76149,"COLLEGEVILLE, PA",11/1/13,4/30/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76149,"COLLEGEVILLE, SC",2/19/14,8/19/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76149,"COLLEGEVILLE, PA",3/10/14,9/9/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76303,"CHICAGO, IL",2/3/15,8/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76303,"CHICAGO, IL",3/13/15,9/12/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76303,"CHICAGO, IL",11/7/13,5/7/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76652,"COLUMBIA, MD",9/26/13,3/28/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76652,"COLUMBIA, MD",11/7/13,5/7/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,76727,"HOUSTON, TX",8/28/13,9/14/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77037,"ATLANTA, GA",12/12/16,6/13/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77037,"ATLANTA, GA",1/3/17,7/5/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77603,"COLLEGEVILLE, PA",11/19/13,5/19/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77604,"MORRISVILLE, NC",10/9/14,11/24/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77604,"COLLEGEVILLE, PA",12/11/14,1/15/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77604,"COLLEGEVILLE, PA",10/30/13,4/30/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,77604,"MORRISVILLE, NC",2/13/14,2/27/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78331,"BOISE, ID",12/7/16,6/8/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78331,"TULSA, OK",11/16/15,5/16/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78331,"VICTOR, NY",6/17/16,10/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78499,"MOUNDS VIEW, MN",12/23/16,6/24/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78499,"MOUNDS VIEW, MN",12/15/15,6/15/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78499,"MOUNDS VIEW, MN",12/16/15,6/16/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78506,"COSTA MESA, CA",12/30/16,7/1/17,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY CONSULTANT,78506,"COSTA MESA, CA",1/3/17,7/5/17,WITHDRAWN
