EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86174,"SAN ANTONIO, TX",5/21/13,5/21/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86174,"SAN ANTONIO, TX",5/28/13,5/28/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86174,"SAN ANTONIO, TX",6/10/13,6/10/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86174,"SAN ANTONIO, TX",6/17/13,6/17/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86299,"WILMINGTON, DE",1/21/14,1/21/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86382,"BOCA RATON, FL",2/4/15,2/4/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,86798,"SAN DIEGO, CA",11/5/12,11/5/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,87381,"BEAVERTON, OR",6/5/14,6/5/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,87589,"TITUSVILLE, NJ",5/16/13,5/16/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,87880,"IRVINE, CA",5/5/14,5/5/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88546,"WARREN, NJ",12/17/12,12/17/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88546,"RARITAN, NJ",12/18/12,12/18/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88546,"RARITAN, NJ",12/18/12,12/18/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88546,"SKILLMAN, NJ",1/11/13,1/11/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88629,"CHARLOTTE, NC",12/26/14,6/18/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88878,"CHEVY CHASE, MD",11/16/16,11/16/16,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,88878,"CHEVY CHASE, MD",7/29/16,7/29/16,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,90168,"PARSIPPANY, NJ",6/6/14,6/6/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,91021,"CHARLOTTE, NC",11/6/15,11/6/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,91166,"PISCATAWAY, NJ",7/19/13,7/19/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,91166,"RARITAN, NJ",8/5/13,8/6/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,91166,"WARREN, NJ",9/10/13,9/10/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,91998,"WOODLAND HILLS, CA",4/24/15,4/24/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,92206,"NEW YORK, NY",11/20/12,11/20/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,92206,"NEW YORK, NY",12/18/12,12/18/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,92206,"NEW YORK, NY",6/6/13,6/6/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,92498,"KING OF PRUSSIA, PA",8/6/14,8/6/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"NEW YORK, NY",10/19/13,10/19/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"NEW YORK, NY",1/30/14,7/1/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"MONTVALE, NJ",3/6/14,3/6/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"BROOKLYN, NY",3/25/14,3/25/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"NEW YORK, NY",4/18/14,4/18/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"LONG ISLAND CITY, NY",6/6/14,6/6/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"JERSEY CITY, NJ",7/10/13,7/10/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,94890,"NEW YORK, NY",7/26/13,7/26/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,95243,"ENGLEWOOD, CO",12/5/14,12/5/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96678,"SAN CARLOS, CA",10/17/12,10/17/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96678,"SAN CARLOS, CA",10/22/12,10/22/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96678,"SAN CARLOS, CA",11/5/12,11/5/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96678,"SAN FRANCISCO, CA",4/18/13,4/18/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96845,"MILPITAS, CA",10/19/13,10/19/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96845,"ALVISO, CA",11/25/13,11/26/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96845,"SUNNYVALE, CA",11/28/13,11/29/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96845,"SUNNYVALE, CA",7/12/13,7/12/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,96845,"SAN JOSE, CA",7/16/13,7/16/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,98717,"SAN FRANCISCO, CA",4/22/14,4/22/14,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,99653,"SAN JOSE, CA",11/8/12,11/8/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,99653,"MOUNTAIN VIEW, CA",12/3/12,12/3/12,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,99653,"SAN JOSE, CA",1/7/13,1/7/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,99653,"SAN JOSE, CA",1/17/13,1/17/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,100755,"NEW YORK, NY",2/15/16,2/15/16,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,103730,"FOSTER CITY, CA",1/9/15,1/9/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,104936,"BROOKLYN, NY",1/27/17,1/27/17,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL - 3,105789,"SAN CARLOS, CA",7/28/15,7/28/15,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL 3,78624,"RICHMOND, VA",3/5/13,3/5/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL 3,90293,"NORTH QUINCY, MA",3/14/13,3/14/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL 3,92206,"JERSEY CITY, NJ",3/22/13,3/22/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL 3,92206,"NEW YORK, NY",4/2/13,4/2/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL-3,81744,"LEXINGTON, KY",1/10/13,1/10/13,CERTIFIED
WIPRO LIMITED,BUSINESS SYSTEM ANALYST LEVEL-3,90688,"HOUSTON, TX",1/17/13,1/17/13,CERTIFIED
WIPRO LIMITED,CARGILL INCORPORATED,77501,"THE WOODLANDS, TX",10/19/13,10/19/13,CERTIFIED
WIPRO LIMITED,"CITIBANK N.A., USA",60278,"TAMPA, FL",1/19/15,6/18/15,CERTIFIED
WIPRO LIMITED,"CITIBANK N.A., USA",64314,"LONG ISLAND CITY, NY",1/22/15,6/18/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,33051,"BENTONVILLE, AR",11/26/12,11/26/12,DENIED
WIPRO LIMITED,CONSULTANT,33051,"BENTONVILLE, AR",11/30/12,11/30/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,35485,"HOLLAND, MI",12/20/12,12/20/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,37086,"LITTLE ROCK, AR",11/14/12,11/14/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,39187,"BEREA, KY",11/27/12,11/27/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,39187,"MOUNT STERLING, KY",11/27/12,11/27/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,40123,"WILKES BARRE, PA",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,44512,"BURLINGTON, NC",12/24/12,12/24/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,44512,"BURLINGTON, NC",12/24/12,12/24/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,48859,"WEST FARGO, ND",1/29/13,1/29/13,CERTIFIED
WIPRO LIMITED,CONSULTANT,50274,"MILWAUKEE, WI",12/12/12,12/12/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,50502,"KEARNEY, NE",11/14/12,11/14/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,50502,"GRAND ISLAND, NE",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,51709,"GIG HARBOR, WA",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,51709,"LAKEWOOD, WA",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,51709,"TACOMA, WA",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,51854,"NASHVILLE, TN",4/5/13,4/5/13,CERTIFIED
WIPRO LIMITED,CONSULTANT,52125,"CAMDEN, NJ",3/15/13,3/15/13,CERTIFIED
WIPRO LIMITED,CONSULTANT,52166,"BARDSTOWN, KY",12/12/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,52832,"DES MOINES, IA",11/14/12,11/14/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,52832,"WEST DES MOINES, IA",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,53477,"LONDON, KY",11/27/12,11/27/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,54558,"MOUNT LAUREL, NJ",12/22/14,6/18/15,WITHDRAWN
WIPRO LIMITED,CONSULTANT,54662,"READING, PA",11/14/12,11/14/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,54829,"LAS VEGAS, NV",10/31/12,10/31/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,54829,"LAS VEGAS, NV",12/24/12,12/24/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,56285,"MARTIN, KY",11/27/12,11/27/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,57949,"VALPARAISO, IN",12/3/12,12/3/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,58906,"OAKBROOK TERRACE, IL",1/8/13,1/8/13,CERTIFIED
WIPRO LIMITED,CONSULTANT,59280,"ROSEBURG, OR",12/13/12,12/13/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59363,"MORRISTOWN, NJ",10/5/12,10/5/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59363,"FLORHAM PARK, NJ",10/26/12,10/26/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59467,"EL SEGUNDO, CA",12/26/12,12/26/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59738,"GREENSBORO, NC",11/29/12,11/29/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59883,"LEXINGTON, KY",11/27/12,11/27/12,CERTIFIED
WIPRO LIMITED,CONSULTANT,59946,"ROCHESTER, NY",1/4/13,1/4/13,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"NASHVILLE, TN",10/12/16,10/12/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ERLANGER, KY",10/20/16,10/20/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BOWLING GREEN, KY",10/25/16,10/25/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",10/27/16,10/28/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LA VERGNE, TN",11/2/16,11/2/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ATLANTA, GA",11/2/16,11/2/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",11/4/16,11/4/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BOWLING GREEN, KY",11/16/16,11/17/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"EAST WINDSOR, NJ",11/21/16,11/21/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"FINDLAY, OH",11/30/16,11/30/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"GRAND RAPIDS, MI",11/30/16,11/30/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",12/1/16,12/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",12/8/16,12/8/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",12/12/16,12/12/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",12/23/16,12/23/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",12/29/16,12/29/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ADA, MI",12/30/16,12/30/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ADA, MI",1/2/17,1/2/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",1/12/17,1/12/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ROCHESTER, NY",1/25/17,1/25/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TEMPE, AZ",1/27/17,1/27/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",1/30/17,1/30/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TITUSVILLE, NJ",2/1/17,2/1/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"WEBSTER, NY",2/2/17,2/2/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",2/4/17,2/4/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TITUSVILLE, NJ",2/4/17,2/4/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",2/7/17,2/7/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"AMERICAN FORK, UT",2/7/17,2/7/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"AMERICAN FORK, UT",2/7/17,2/7/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TEMPE, AZ",2/8/17,2/8/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AZ",2/8/17,2/8/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AZ",2/8/17,2/8/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",2/9/17,8/1/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TEMPE, AZ",2/9/17,2/9/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AZ",2/9/17,2/9/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"WEBSTER, NY",2/13/17,2/13/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",2/13/17,8/7/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LAS VEGAS, NV",2/14/17,2/14/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",2/17/17,2/17/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",2/17/17,2/17/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MAUMEE, OH",2/19/17,2/19/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TULSA, OK",2/21/17,8/15/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"EVANSVILLE, IN",2/22/17,8/16/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TEMPE, AZ",2/23/17,8/18/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"FRANKLIN, WI",2/26/17,8/18/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"HENDERSON, NV",2/28/17,2/28/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",3/2/17,3/2/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",3/6/17,3/7/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BENTONVILLE, AR",3/23/17,3/23/17,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LAS VEGAS, NV",12/16/15,12/16/15,WITHDRAWN
WIPRO LIMITED,CONSULTANT,60000,"JEFFERSON CTY, MO",2/6/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LEXINGTON, KY",9/28/15,9/28/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",9/29/15,9/29/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TULSA, OK",10/1/15,10/1/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",10/14/15,10/14/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",10/21/15,10/21/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",10/21/15,10/21/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ROCHESTER, NY",10/30/15,10/30/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BELLEVUE, WA",11/9/15,11/9/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",11/9/15,11/9/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",11/10/15,11/10/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",11/10/15,11/10/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",11/10/15,11/10/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LEXINGTON, KY",11/14/15,11/14/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"SEATTLE, WA",11/17/15,11/17/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"JEFFERSON CITY, MO",11/24/15,11/24/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",11/25/15,11/25/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PORTAGE, MI",11/26/15,5/22/16,WITHDRAWN
WIPRO LIMITED,CONSULTANT,60000,"BENTON HARBOR, MI",12/9/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PORTAGE, MI",12/8/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TULSA, OK",12/4/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",12/8/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",12/8/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ORLANDO, FL",12/8/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"HOLLAND, MI",12/9/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"FINDLAY, OH",12/9/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"NASHVILLE, TN",12/7/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ROCHESTER, NY",12/1/15,12/1/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ORLANDO, FL",12/2/15,12/2/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",12/2/15,12/2/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"JACKSONVILLE, FL",12/6/15,12/6/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",12/8/15,12/8/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",12/14/15,12/14/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LAS VEGAS, NV",12/16/15,12/16/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PRESCOTT, AZ",12/24/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PITTSFORD, NY",12/25/15,12/25/15,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ANDERSON, SC",12/30/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"FRANKLIN, WI",12/30/15,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LAS VEGAS, NV",1/5/16,1/5/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/5/16,1/5/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",1/6/16,1/6/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LEXINGTON, KY",1/9/16,1/9/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"GREENVILLE, SC",1/9/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"GREENVILLE, SC",1/9/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"CINCINNATI, OH",1/11/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/11/16,1/11/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/12/16,1/12/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MOORESTOWN, NJ",1/13/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"JACKSONVILLE, FL",1/14/16,1/14/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/20/16,1/20/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LA VERGNE, TN",1/21/16,1/21/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BELLEVUE, WA",1/22/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"DUBUQUE, IA",1/22/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/23/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MOORESTOWN, NJ",1/23/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MILWAUKEE, WI",1/23/16,1/23/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PITTSFORD, NY",1/23/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",1/23/16,1/23/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MOUNT LAUREL, NJ",1/24/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"REDMOND, WA",1/27/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MOUNT LAUREL, NJ",1/29/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MADISON, WI",1/30/16,1/30/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LAS VEGAS, NV",1/31/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"NAPA, CA",1/31/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BELLEVUE, WA",2/1/16,2/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"FRANKLIN, WI",2/1/16,2/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LA VERGNE, TN",2/1/16,2/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"JACKSONVILLE, FL",2/1/16,2/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"DUNCAN, SC",2/5/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MENOMONEE FALLS, WI",2/5/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"BOWLING GREEN, KY",2/8/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"EVANSVILLE, IN",2/8/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"REDMOND, WA",2/11/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"RENO, NV",2/11/16,2/11/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TULSA, OK",2/11/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"TEMPE, AZ",2/13/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ANDERSON, SC",2/13/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"SPRINGFIELD, TN",2/13/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"MIDDLETON, WI",2/13/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PAINTED POST, NY",2/14/16,2/14/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"REDMOND, WA",2/14/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",2/15/16,2/15/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"REDMOND, WA",2/18/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"LEXINGTON, KY",2/18/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"ANDERSON, SC",2/19/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"JEFFERSON CTY, MO",2/19/16,6/1/16,CERTIFIED
WIPRO LIMITED,CONSULTANT,60000,"PHOENIX, AZ",2/22/16,2/22/16,CERTIFIED
